"","PotID","Harvest_time","Inoculum_name","Mycelium_weight","Mycelium_C","Mycelium_N","Mycelium_P","Mycelium_Si","Mycelium_Diameter","Mycelium_NP","Mycelium_CN","Mycelium_CP","Shoot_weight","Root_weight","Shoot_C","Root_C","Shoot_N","Root_N","Shoot_P","Root_P","Colonization"
"1",6,"2021-05-17","RI_VAM23",0.418,40.623202,2.619114,0.314084328358209,0.810249626865672,7.15666666666667,8.3388878830431,15.5102840120743,129.338519410844,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",14,"2021-05-17","ScuCal",0.101,43.262451754386,3.68569298245614,NA,NA,10.78,NA,11.737942351768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",26,"2021-05-17","GigMar",0.258,42.9882101694915,2.7525,0.186342721518987,1.98870474683544,13.3583333333333,14.7711699043718,15.6178783540387,230.694334713316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",48,"2021-05-17","RI_DAOM10",0.366,38.897792,1.810544,0.19313,2.2139125,13.0833333333333,9.37474240149122,21.4840357373254,201.407300781857,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",56,"2021-05-17","GloMos",0.588,40.4934554973822,1.77392670157068,0.162931640625,2.456203125,7.51857142857143,10.8875519497991,22.8270172953191,248.530336661748,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",5,"2021-05-17","RI_VAM23",2.044,23.4772533333333,2.70145230769231,0.126396202531646,0.123943670886076,4.92333333333333,21.3728913810994,8.69060440803729,185.743344049085,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",13,"2021-05-17","ScuCal",0.146,43.262451754386,3.68569298245614,NA,NA,7.025,NA,11.737942351768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",25,"2021-05-17","GigMar",0.17,42.9882101694915,2.7525,0.186342721518987,1.98870474683544,10.8166666666667,14.7711699043718,15.6178783540387,230.694334713316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",38,"2021-05-17","RI_DAOM10",1.275,28.1221514124294,1.56734519774011,0.310541111111111,3.80827944444445,5.03142857142857,5.04714236428206,17.9425384101585,90.558545732669,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",58,"2021-05-17","GloMos",0.334,43.4035910714286,2.06288883928572,0.232871428571429,2.26238571428571,10.3657142857143,8.85848835960985,21.0401986984704,186.384355254279,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,"2021-05-17","RI_VAM23",0.419,33.3543831578947,2.31725684210527,0.38486301369863,3.18382191780822,5.40888888888889,6.0209912608537,14.3939085870134,86.665597811935,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",23,"2021-05-17","ScuCal",0.431,41.7358625,2.2520625,0.224731,1.859299,8.21875,10.0211475052396,18.5322842949519,185.714754528748,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",35,"2021-05-17","GigMar",0.12,39.0095228571428,2.04735142857143,NA,NA,9.88571428571429,NA,19.0536525936645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",39,"2021-05-17","RI_DAOM10",0.774,38.627385945946,2.06818864864865,0.225302230483271,3.83384498141264,4.65,9.17961905753177,18.6769161368258,171.446975305529,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",59,"2021-05-17","GloMos",0.184,38.3939883116883,1.72008506493507,0.428989726027397,3.09115684931507,11.2042857142857,4.00961832084813,22.3209823132425,89.4986196225042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",12,"2021-05-17","RI_VAM23",0.308,41.4410876623376,2.64269480519481,0.206584403669725,1.92992339449541,5.46375,12.7923248718223,15.6813747773204,200.601240588284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",24,"2021-05-17","ScuCal",0.106,43.262451754386,3.68569298245614,NA,NA,9.00666666666667,NA,11.737942351768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",36,"2021-05-17","GigMar",0.502,34.3833719008264,1.20534710743801,0.234468518518519,3.91317160493827,10.77625,5.14076309712687,28.5257015913938,146.643874060691,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",45,"2021-05-17","RI_DAOM10",1.068,38.2977116591928,1.25389910313902,0.187210273972603,2.25358698630137,12.81125,6.69781137825011,30.5428974016474,204.57056574148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",57,"2021-05-17","GloMos",0.078,38.3939883116883,1.72008506493507,0.428989726027397,3.09115684931507,10.3777777777778,4.00961832084813,22.3209823132425,89.4986196225042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",6,"2021-06-08","RI_VAM23",1.413,27.5572115384615,1.71396634615384,0.358993103448276,4.44308189655172,5.63272727272727,4.77437123357104,16.078035371173,76.7625095684657,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",14,"2021-06-08","ScuCal",0.336,33.2709816513761,2.79776146788991,0.254346082949309,4.24768064516129,6.68285714285714,10.9998213278854,11.892000813232,130.80988417662,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",26,"2021-06-08","GigMar",0.057,NA,NA,NA,NA,9.9725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",48,"2021-06-08","RI_DAOM10",0.685,43.0582605932204,4.69631822033899,0.373777272727273,2.17897,5.92545454545455,12.5644830839291,9.16851426437461,115.197642379498,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",56,"2021-06-08","GloMos",0.835,32.5691961309524,1.59682755952381,0.141742070484581,0.459397136563877,7.47571428571429,11.2657276281111,20.3961886408479,229.777905879365,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",5,"2021-06-08","RI_VAM23",2.141,27.7195204918033,2.40230573770492,0.201830769230769,1.91179203296703,5.74416666666667,11.9025743540529,11.5387146842873,137.340409479931,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",13,"2021-06-08","ScuCal",1.304,24.456943119266,2.65679449541285,0.42335881294964,7.37658561151079,5.50625,6.27551479772522,9.20543277302505,57.7688295865834,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",25,"2021-06-08","GigMar",0.183,42.2849292517007,2.44123401360545,NA,NA,5.51222222222222,NA,17.3211289929761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",38,"2021-06-08","RI_DAOM10",0.245,36.5186520547946,0.7685287671233,0.323994230769231,2.67032980769231,7.6175,2.37204460492599,47.5176123744704,112.713896071827,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",58,"2021-06-08","GloMos",0.361,36.358928,2.49422400000001,0.227421982758621,1.52971939655172,6.8308,10.967383054818,14.5772504795078,159.874289894791,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",11,"2021-06-08","RI_VAM23",0.162,39.1633236363636,0.715505454545448,0.480020869565217,1.38033782608696,6.14818181818182,1.49057155617739,54.7351852981241,81.5867103274825,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",23,"2021-06-08","ScuCal",0.07,45.1124617647059,2.2258455882353,NA,NA,NA,NA,20.2675612374675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",35,"2021-06-08","GigMar",0.051,NA,NA,NA,NA,8.05454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",39,"2021-06-08","RI_DAOM10",0.29,38.9701659259259,2.13626222222223,0.255763043478261,1.8370248447205,6.56454545454545,8.35250547995533,18.2422202295875,152.368244434182,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",59,"2021-06-08","GloMos",0.598,29.8678907488987,1.9064140969163,0.205878909952607,2.27358199052133,7.96272727272727,9.25988046738325,15.6670530275721,145.075038311473,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",12,"2021-06-08","RI_VAM23",1.405,33.7057701657458,1.93188066298343,0.190844083969466,3.72345458015267,5.01272727272727,10.1228218491306,17.4471284958635,176.614173542516,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",24,"2021-06-08","ScuCal",0.114,NA,NA,0.559957142857143,1.63735952380952,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",36,"2021-06-08","GigMar",0.139,46.0220736842106,3.99023157894739,0.278740677966102,1.59714661016949,11.707,14.3152108549892,11.5336848936349,165.107131187388,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",45,"2021-06-08","RI_DAOM10",0.775,45.0855617391304,5.33665043478261,0.241382751091703,2.17675742358079,6.571,22.108665224199,8.44828835804513,186.780379025517,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",57,"2021-06-08","GloMos",0.638,30.3971959770115,1.8744367816092,0.186148285714286,1.29294342857143,7.27,10.0695892761872,16.2167090804287,163.295599851332,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",5,"2021-07-01","RI_VAM23",2.723,24.8821702127659,0.741140425531914,0.235634439834025,4.13482717842324,5.08625,3.14529754671666,33.5728147535712,105.596491880781,10.7955825175789,3.33742160278746,43.4442,46.4949,2.28186,1.00851,4.067274,2.26040931431895,52.5
"42",6,"2021-07-01","RI_VAM23",2.492,21.7605588709677,1.71668225806451,0.214990223463687,3.1811656424581,5.47714285714286,7.98493173506779,12.6759385837085,101.216504268824,10.0845942857143,3.90681818181818,43.4872,44.0816,2.47048,1.01074,3.1508256,1.6498474451607,34.5
"43",11,"2021-07-01","RI_VAM23",1.611,18.3160657777778,1.14174311111112,0.196138715953307,3.67990564202335,5.12875,5.8211001614945,16.0421951308758,93.3832246670675,9.12160561184723,2.75548628428928,43.4565,45.9352,3.00342,1.1248,3.7316709375,3.10961402983975,90
"44",12,"2021-07-01","RI_VAM23",2.092,26.4313262295082,0.919217213114753,0.216208208955224,3.55642985074627,4.885,4.25153706030246,28.7541680599584,122.249411145078,9.38890245862124,4.81821637426901,42.9535,46.6154,2.47517,0.975739,1.8287835,2.04679522695542,65
"45",13,"2021-07-01","ScuCal",1.732,26.2793187772926,2.59221091703057,0.229432978723404,3.79185585106383,5.6525,11.2983361478981,10.1378011351777,114.540285025781,11.4260386732913,7.66241144800227,43.5493,45.1291,1.90951,0.68361,2.85132318181818,2.25753209454822,50
"46",14,"2021-07-01","ScuCal",0.636,NA,NA,0.243264853556485,4.36848012552301,5.9925,NA,NA,NA,8.8091095890411,3.17769230769231,45.0336,44.743,3.15785,0.852461,3.63707421052632,3.09281464580514,38.5
"47",23,"2021-07-01","ScuCal",0.574,30.8165663316583,2.35607989949749,0.264049421965318,2.3559112716763,5.25875,8.92287467232916,13.0795930724722,116.707569750734,8.40430780559647,4.40107648725213,40.8661,45.3581,2.32249,0.728403,3.32713869565217,1.95071852519489,20
"48",24,"2021-07-01","ScuCal",0.881,28.320953909465,2.82962345679013,0.244309322033898,3.4543186440678,6.22666666666667,11.5821346202971,10.0087359120184,115.922526711999,9.53344599161822,5.2731473425383,40.5072,46.0217,2.39985,0.664992,3.19577779411765,1.94657916399094,5
"49",25,"2021-07-01","GigMar",0.235,NA,NA,0.197264705882353,0.815064705882353,6.09,NA,NA,NA,10.0750133542812,6.33700879765396,42.2879,44.8301,2.14953,0.679479,3.10745030769231,1.99686324697787,5
"50",26,"2021-07-01","GigMar",0,NA,NA,NA,NA,8.53166666666667,NA,NA,NA,9.77642578710645,3.42958579881657,42.3312,46.0971,2.74016,0.749274,3.48725080645161,2.1805258935412,10
"51",35,"2021-07-01","GigMar",1.428,27.6782194444445,1.02435,0.17813119266055,1.59972935779816,7.24125,5.75053692001052,27.020275730409,155.381093176581,8.6838785046729,3.45951948432464,41.9579,45.7476,3.0681,0.885868,4.61305296610169,2.65219334763949,10
"52",36,"2021-07-01","GigMar",0.079,NA,NA,NA,NA,6.93625,NA,NA,NA,10.232104055088,5.75518832222022,42.6704,44.6316,2.37038,0.621418,5.15191365671642,2.55324283608985,5
"53",38,"2021-07-01","RI_DAOM10",0.582,NA,NA,0.25121762295082,2.61655655737705,6.73857142857143,NA,NA,NA,9.40283001389532,3.1502694828842,44.0936,45.4211,2.63198,0.963335,3.66978159090909,2.49263666057135,32.5
"54",39,"2021-07-01","RI_DAOM10",1.188,28.6493992565056,2.75169814126394,0.224994696969697,2.11680303030303,5.6775,12.2300577672484,10.4115341820691,127.333664492387,11.4426662626875,3.73259994329459,43.3203,46.4082,2.37191,0.834918,4.40091573529412,2.50935359211624,52.5
"55",45,"2021-07-01","RI_DAOM10",0.773,30.6009669683258,1.5247113122172,0.231161755485893,2.09265,5.23625,6.59586318252479,20.0700071699649,132.37902136538,12.2591897358109,6.59112754158965,43.8859,45.9309,1.95359,0.704825,2.78716052238806,2.00386035303129,5
"56",48,"2021-07-01","RI_DAOM10",0.944,29.6416216748768,1.52557832512315,0.381130534351145,2.52910305343511,5.76428571428571,4.00277119680366,19.4297606269963,77.7728861985307,10.2961294583884,5.47506726457399,43.262,43.7476,2.23092,0.713576,3.82843328571429,1.78200280892521,12.5
"57",56,"2021-07-01","GloMos",2.131,36.3952758620689,2.01561034482759,0.147518005181347,1.07960323834197,7.113,13.6634869916371,18.0567022566964,246.717516396235,7.38689962825279,4.26580176587867,43.2727,40.0448,2.85172,0.899394,4.39560041666667,2.74713141893611,2.5
"58",57,"2021-07-01","GloMos",2.676,21.8909333333333,1.44252280701754,0.261441471571906,2.9919652173913,7.61,5.5175745391289,15.1754504170326,83.7316788408318,9.26307892004154,2.65378504672897,44.0288,44.5371,2.96374,0.861448,5.08268815068493,2.39423080887115,5
"59",58,"2021-07-01","GloMos",1.898,32.400696969697,1.08309343434343,0.184307773109244,2.18472352941176,6.17363636363636,5.87654777697006,29.9149601893195,175.796692798693,7.68209166000533,2.01056994818653,42.6944,44.4175,2.60093,0.936627,4.00409818181818,2.38536483353875,2.5
"60",59,"2021-07-01","GloMos",0.675,29.7323694300518,2.0094829015544,0.199483766233766,1.91010714285714,6.96444444444444,10.0734156943858,14.7960300667664,149.046561489168,10.4710676977344,5.3039651416122,43.0151,45.9819,2.32956,0.734769,4.07068763157895,2.10322021129715,0
